TransactionID,Date,SendingInstitution,ReceivingInstitution,AssetType,Network,Region,Amount_USD,SettlementStatus,SettlementTime_Seconds,TraditionalRail_Benchmark_Hours,Fee_BPS,Fee_USD
TXN100183,2026-01-27,Citi,JPMorgan,Tokenised Deposit,Permissioned Ledger,MEA,108137.97,Pending,,39.7,4.25,45.96
TXN100184,2026-07-09,BNY Mellon,Deutsche Bank,Tokenised Deposit,Permissioned Ledger,EU,52847.43,Settled,4.2,34.7,2.62,13.85
TXN100185,2026-05-01,Deutsche Bank,HSBC,Tokenised Real Estate Fund,Permissioned Ledger,APAC,21975.37,Settled,6.2,48.6,1.7,3.74
TXN100186,2026-04-26,Barclays,Deutsche Bank,Tokenised Deposit,Permissioned Ledger,APAC,33091.87,Settled,8.5,43.1,1.09,3.61
TXN100187,2026-01-03,Standard Chartered,Deutsche Bank,Tokenised Deposit,Hybrid Network,EU,29008.67,Settled,33.5,54.0,1.12,3.25
TXN100188,2026-04-13,BNY Mellon,Barclays,Tokenised Bond,Public Blockchain,US,69659.18,Settled,58.0,39.8,2.08,14.49
TXN100189,2026-07-17,Barclays,HSBC,Regulated Stablecoin,Permissioned Ledger,EU,57013.43,Settled,9.6,55.7,3.17,18.07
TXN100190,2026-07-19,HSBC,Citi,Tokenised Equity,Hybrid Network,MEA,41666.45,Failed,,35.4,3.47,14.46
TXN100191,2026-06-04,BNY Mellon,JPMorgan,Tokenised Bond,Permissioned Ledger,US,9635.92,Settled,8.6,32.9,0.99,0.95
TXN100192,2026-05-17,Deutsche Bank,BNY Mellon,Regulated Stablecoin,Permissioned Ledger,MEA,63310.84,Settled,12.0,37.1,3.98,25.2
TXN100193,2026-03-03,Standard Chartered,BNY Mellon,Tokenised Bond,Hybrid Network,UK,565648.17,Settled,18.3,31.2,3.92,221.73
TXN100194,2026-06-14,Barclays,Deutsche Bank,Tokenised Deposit,Hybrid Network,US,29355.95,Settled,33.3,22.7,2.0,5.87
TXN100195,2026-02-20,JPMorgan,Citi,Tokenised Equity,Permissioned Ledger,US,79754.13,Settled,9.6,55.5,1.85,14.75
TXN100196,2026-06-21,HSBC,BNY Mellon,Tokenised Real Estate Fund,Permissioned Ledger,MEA,20127.42,Settled,5.3,42.4,3.5,7.04
TXN100197,2026-06-01,Barclays,Standard Chartered,Tokenised Deposit,Permissioned Ledger,MEA,295869.76,Settled,10.5,35.7,0.66,19.53
TXN100198,2026-02-28,Citi,BNY Mellon,Tokenised Deposit,Permissioned Ledger,EU,157125.27,Settled,11.0,52.5,2.55,40.07
TXN100199,2026-04-28,HSBC,UBS,Regulated Stablecoin,Hybrid Network,EU,131849.85,Settled,21.1,40.6,0.62,8.17
TXN100200,2026-06-09,HSBC,Barclays,Tokenised Deposit,Permissioned Ledger,US,61553.66,Settled,10.7,28.2,0.64,3.94
TXN100201,2026-04-06,BNY Mellon,HSBC,Regulated Stablecoin,Permissioned Ledger,UK,60018.0,Settled,5.7,44.3,1.84,11.04
TXN100202,2026-06-29,Barclays,HSBC,Tokenised Bond,Public Blockchain,UK,20765.05,Settled,49.1,50.7,2.07,4.3
TXN100203,2026-04-23,UBS,Citi,Tokenised Equity,Permissioned Ledger,UK,31783.25,Settled,11.4,38.1,3.84,12.2
TXN100204,2026-03-03,UBS,Citi,Tokenised Real Estate Fund,Permissioned Ledger,MEA,20248.18,Settled,7.6,28.6,1.67,3.38
TXN100205,2026-07-05,JPMorgan,HSBC,Tokenised Deposit,Permissioned Ledger,US,7089.51,Settled,13.1,48.9,1.27,0.9
TXN100206,2026-02-21,Standard Chartered,BNY Mellon,Tokenised Deposit,Public Blockchain,MEA,18844.7,Settled,79.1,46.5,4.46,8.4
TXN100207,2026-01-12,HSBC,JPMorgan,Tokenised Deposit,Permissioned Ledger,US,406147.58,Settled,9.0,36.3,4.26,173.02
TXN100208,2026-02-08,HSBC,Standard Chartered,Tokenised Bond,Permissioned Ledger,US,91242.32,Settled,4.6,37.0,1.49,13.6
TXN100209,2026-05-10,HSBC,UBS,Tokenised Bond,Public Blockchain,EU,1226.01,Settled,44.1,29.3,1.68,0.21
TXN100210,2026-05-11,Barclays,JPMorgan,Tokenised Deposit,Hybrid Network,UK,136773.27,Settled,13.8,15.5,4.04,55.26
TXN100211,2026-04-23,Citi,Standard Chartered,Tokenised Equity,Hybrid Network,UK,7945.34,Settled,26.5,36.9,2.92,2.32
TXN100212,2026-04-11,Standard Chartered,Deutsche Bank,Tokenised Equity,Hybrid Network,MEA,5615.11,Settled,27.7,13.1,2.88,1.62
TXN100213,2026-04-23,UBS,HSBC,Tokenised Bond,Permissioned Ledger,UK,54763.31,Settled,6.8,34.4,1.37,7.5
TXN100214,2026-07-03,HSBC,Standard Chartered,Tokenised Deposit,Public Blockchain,MEA,716579.34,Settled,76.2,33.4,1.81,129.7
TXN100215,2026-03-22,JPMorgan,UBS,Tokenised Deposit,Hybrid Network,MEA,182975.57,Settled,17.7,33.0,2.84,51.97
TXN100216,2026-07-06,Barclays,Standard Chartered,Tokenised Deposit,Hybrid Network,EU,65752.17,Settled,22.9,24.6,1.19,7.82
TXN100217,2026-04-23,Deutsche Bank,JPMorgan,Regulated Stablecoin,Permissioned Ledger,MEA,66219.13,Settled,12.1,31.7,0.63,4.17
TXN100218,2026-01-02,UBS,Standard Chartered,Tokenised Equity,Permissioned Ledger,EU,70852.15,Settled,7.1,17.8,2.96,20.97
TXN100219,2026-05-10,Deutsche Bank,HSBC,Tokenised Deposit,Public Blockchain,EU,44174.83,Settled,58.1,51.9,1.9,8.39
TXN100220,2026-02-23,BNY Mellon,Standard Chartered,Tokenised Bond,Hybrid Network,UK,86476.27,Settled,22.1,44.4,2.76,23.87
TXN100221,2026-03-28,UBS,JPMorgan,Tokenised Deposit,Permissioned Ledger,MEA,43874.29,Settled,2.4,31.3,4.23,18.56
TXN100222,2026-05-09,Barclays,Citi,Tokenised Deposit,Hybrid Network,UK,137656.45,Settled,26.5,22.9,3.12,42.95
TXN100223,2026-05-27,UBS,Deutsche Bank,Regulated Stablecoin,Permissioned Ledger,UK,20553.53,Settled,7.6,27.5,0.97,1.99
TXN100224,2026-05-06,Citi,HSBC,Regulated Stablecoin,Hybrid Network,APAC,12195.51,Settled,31.8,40.9,0.69,0.84
TXN100225,2026-05-10,JPMorgan,Standard Chartered,Tokenised Deposit,Permissioned Ledger,US,74555.47,Pending,,31.7,2.63,19.61
TXN100226,2026-02-22,BNY Mellon,HSBC,Tokenised Bond,Permissioned Ledger,APAC,33869.26,Settled,6.4,58.2,0.88,2.98
TXN100227,2026-06-21,Standard Chartered,Citi,Tokenised Deposit,Hybrid Network,UK,73815.44,Settled,2.4,28.0,1.77,13.07
TXN100228,2026-06-09,Citi,Barclays,Tokenised Deposit,Permissioned Ledger,EU,31720.11,Settled,12.0,47.4,3.13,9.93
TXN100229,2026-07-17,JPMorgan,HSBC,Tokenised Deposit,Hybrid Network,MEA,50229.51,Settled,32.3,33.4,1.5,7.53
TXN100230,2026-06-09,HSBC,BNY Mellon,Tokenised Equity,Permissioned Ledger,UK,5634.29,Settled,10.3,34.9,3.41,1.92
TXN100231,2026-03-09,BNY Mellon,Barclays,Tokenised Deposit,Public Blockchain,US,103310.36,Pending,,30.3,1.56,16.12
TXN100232,2026-07-02,JPMorgan,BNY Mellon,Tokenised Real Estate Fund,Permissioned Ledger,APAC,2866.71,Settled,3.9,24.4,0.76,0.22
TXN100233,2026-07-03,Standard Chartered,HSBC,Tokenised Equity,Permissioned Ledger,APAC,26606.0,Settled,4.5,32.6,1.18,3.14
TXN100234,2026-05-03,Citi,UBS,Tokenised Bond,Public Blockchain,EU,20078.16,Settled,55.5,22.4,1.44,2.89
TXN100235,2026-05-25,JPMorgan,UBS,Tokenised Deposit,Hybrid Network,MEA,93682.11,Settled,16.0,24.4,1.61,15.08
TXN100236,2026-02-07,UBS,HSBC,Tokenised Deposit,Hybrid Network,US,5003.22,Settled,38.2,36.9,0.55,0.28
TXN100237,2026-01-24,Barclays,Citi,Tokenised Equity,Permissioned Ledger,EU,35068.51,Settled,9.0,35.1,2.68,9.4
TXN100238,2026-03-10,Standard Chartered,Barclays,Tokenised Deposit,Public Blockchain,APAC,105023.75,Settled,69.4,27.5,3.77,39.59
TXN100239,2026-04-26,UBS,HSBC,Tokenised Real Estate Fund,Permissioned Ledger,APAC,23722.38,Settled,3.7,46.3,1.62,3.84
TXN100240,2026-04-08,Standard Chartered,Barclays,Tokenised Deposit,Public Blockchain,APAC,4857.03,Settled,46.5,44.1,1.15,0.56
TXN100241,2026-07-17,Citi,BNY Mellon,Regulated Stablecoin,Hybrid Network,US,2748.12,Settled,41.9,40.1,1.89,0.52
TXN100242,2026-05-19,Citi,Deutsche Bank,Tokenised Bond,Permissioned Ledger,EU,52806.48,Settled,6.8,24.7,3.07,16.21
TXN100243,2026-05-24,JPMorgan,Citi,Tokenised Deposit,Hybrid Network,APAC,132021.5,Settled,33.6,40.1,3.66,48.32
TXN100244,2026-04-07,BNY Mellon,Deutsche Bank,Tokenised Deposit,Public Blockchain,EU,112007.24,Settled,46.1,52.8,1.58,17.7
TXN100245,2026-05-04,BNY Mellon,Citi,Tokenised Deposit,Hybrid Network,EU,13572.85,Settled,37.4,27.6,2.53,3.43
TXN100246,2026-07-06,Standard Chartered,HSBC,Regulated Stablecoin,Hybrid Network,EU,935308.06,Settled,15.5,36.1,3.08,288.07
TXN100247,2026-03-11,Standard Chartered,Citi,Tokenised Deposit,Permissioned Ledger,UK,922508.15,Settled,8.7,25.9,2.59,238.93
TXN100248,2026-04-03,BNY Mellon,Deutsche Bank,Tokenised Deposit,Permissioned Ledger,US,17361.12,Failed,,26.7,3.96,6.88
TXN100249,2026-01-03,HSBC,JPMorgan,Tokenised Deposit,Permissioned Ledger,EU,176177.86,Settled,6.6,46.7,3.21,56.55
TXN100250,2026-05-28,Standard Chartered,Citi,Regulated Stablecoin,Public Blockchain,EU,6949.26,Settled,49.5,27.2,3.27,2.27
TXN100251,2026-07-06,Standard Chartered,Citi,Tokenised Deposit,Public Blockchain,UK,152958.68,Settled,75.2,20.9,1.35,20.65
TXN100252,2026-06-13,HSBC,BNY Mellon,Tokenised Deposit,Public Blockchain,US,41273.7,Settled,17.7,33.5,2.36,9.74
TXN100253,2026-05-27,BNY Mellon,UBS,Tokenised Deposit,Permissioned Ledger,EU,119794.21,Settled,12.6,34.9,3.19,38.21
TXN100254,2026-03-31,Barclays,HSBC,Regulated Stablecoin,Permissioned Ledger,EU,76124.36,Settled,10.8,36.1,0.78,5.94
TXN100255,2026-07-14,BNY Mellon,JPMorgan,Tokenised Deposit,Public Blockchain,EU,2492817.05,Settled,38.6,32.6,3.36,837.59
TXN100256,2026-05-27,Standard Chartered,Deutsche Bank,Tokenised Deposit,Public Blockchain,MEA,137345.95,Settled,81.2,40.4,1.68,23.07
TXN100257,2026-05-28,Citi,UBS,Tokenised Deposit,Permissioned Ledger,US,72585.19,Settled,5.6,31.5,2.27,16.48
TXN100258,2026-04-06,Deutsche Bank,UBS,Tokenised Deposit,Public Blockchain,UK,4623.93,Settled,74.2,26.9,2.11,0.98
TXN100259,2026-07-18,UBS,BNY Mellon,Regulated Stablecoin,Public Blockchain,US,86966.07,Settled,41.7,52.3,1.52,13.22
TXN100260,2026-02-21,Deutsche Bank,Standard Chartered,Tokenised Deposit,Public Blockchain,MEA,132049.23,Pending,,37.2,2.02,26.67
TXN100261,2026-06-10,HSBC,Citi,Regulated Stablecoin,Permissioned Ledger,UK,20045.79,Settled,4.6,35.3,0.82,1.64
TXN100262,2026-06-17,JPMorgan,HSBC,Tokenised Equity,Hybrid Network,US,314914.04,Settled,28.4,21.5,2.11,66.45
TXN100263,2026-05-08,Citi,Barclays,Regulated Stablecoin,Public Blockchain,MEA,14795.73,Settled,87.0,26.8,3.17,4.69
TXN100264,2026-02-08,UBS,Citi,Tokenised Deposit,Public Blockchain,APAC,59864.87,Settled,81.7,44.9,1.25,7.48
TXN100265,2026-03-23,BNY Mellon,JPMorgan,Tokenised Deposit,Permissioned Ledger,APAC,388978.53,Settled,6.1,44.5,1.4,54.46
TXN100266,2026-04-14,UBS,JPMorgan,Regulated Stablecoin,Public Blockchain,US,257407.37,Settled,106.4,38.4,2.68,68.99
TXN100267,2026-05-09,Barclays,Deutsche Bank,Tokenised Deposit,Public Blockchain,US,18484.93,Pending,,38.1,2.1,3.88
TXN100268,2026-01-11,UBS,Deutsche Bank,Regulated Stablecoin,Public Blockchain,APAC,93769.79,Settled,85.7,26.4,3.06,28.69
TXN100269,2026-07-04,JPMorgan,UBS,Tokenised Bond,Permissioned Ledger,EU,353628.08,Settled,9.4,34.0,2.62,92.65
TXN100270,2026-06-27,Standard Chartered,Citi,Regulated Stablecoin,Hybrid Network,MEA,15767.72,Settled,37.3,24.4,3.53,5.57
TXN100271,2026-05-31,UBS,Citi,Tokenised Bond,Permissioned Ledger,UK,497330.03,Settled,8.7,24.3,4.38,217.83
TXN100272,2026-06-08,Standard Chartered,UBS,Tokenised Bond,Permissioned Ledger,US,16791.46,Settled,8.0,34.4,4.44,7.46
TXN100273,2026-02-11,Standard Chartered,JPMorgan,Tokenised Deposit,Public Blockchain,MEA,237640.59,Settled,49.5,38.1,3.75,89.12
TXN100274,2026-04-09,HSBC,Citi,Tokenised Real Estate Fund,Public Blockchain,EU,28551.17,Settled,44.7,24.0,3.97,11.33
TXN100275,2026-01-07,Barclays,Standard Chartered,Tokenised Deposit,Permissioned Ledger,APAC,65133.07,Settled,5.5,44.1,0.73,4.75
TXN100276,2026-05-24,JPMorgan,Standard Chartered,Regulated Stablecoin,Public Blockchain,UK,39016.08,Settled,49.7,39.3,3.21,12.52
TXN100277,2026-03-31,Standard Chartered,JPMorgan,Regulated Stablecoin,Permissioned Ledger,APAC,5336.29,Settled,7.8,35.1,2.23,1.19
TXN100278,2026-04-22,HSBC,Standard Chartered,Regulated Stablecoin,Permissioned Ledger,EU,9294.51,Settled,8.0,48.3,4.16,3.87
TXN100279,2026-03-01,Deutsche Bank,Barclays,Tokenised Bond,Permissioned Ledger,MEA,25635.62,Settled,9.7,26.2,0.66,1.69
TXN100280,2026-04-23,UBS,Standard Chartered,Tokenised Bond,Public Blockchain,MEA,119023.15,Settled,85.6,46.1,0.55,6.55
TXN100281,2026-01-02,JPMorgan,UBS,Tokenised Deposit,Public Blockchain,MEA,37707.42,Settled,34.7,54.4,0.72,2.71
TXN100282,2026-05-09,HSBC,Standard Chartered,Regulated Stablecoin,Hybrid Network,APAC,42445.0,Settled,11.4,28.3,2.51,10.65
TXN100283,2026-02-17,Deutsche Bank,Citi,Tokenised Deposit,Permissioned Ledger,EU,20692.28,Settled,3.4,57.0,4.33,8.96
TXN100284,2026-05-20,Citi,Standard Chartered,Tokenised Bond,Public Blockchain,APAC,35177.02,Settled,59.6,41.2,3.65,12.84
TXN100285,2026-07-16,Deutsche Bank,BNY Mellon,Tokenised Deposit,Hybrid Network,US,104325.79,Settled,23.9,26.3,1.15,12.0
TXN100286,2026-02-06,Standard Chartered,Deutsche Bank,Tokenised Deposit,Permissioned Ledger,US,86860.02,Settled,1.0,7.5,3.86,33.53
TXN100287,2026-06-09,Deutsche Bank,JPMorgan,Tokenised Deposit,Public Blockchain,MEA,38549.61,Settled,81.1,69.0,4.48,17.27
TXN100288,2026-01-09,Deutsche Bank,UBS,Tokenised Deposit,Permissioned Ledger,MEA,75197.47,Settled,4.0,31.1,4.28,32.18
TXN100289,2026-04-09,BNY Mellon,Standard Chartered,Tokenised Equity,Permissioned Ledger,UK,71076.1,Pending,,49.4,1.16,8.24
TXN100290,2026-05-27,UBS,Standard Chartered,Tokenised Deposit,Public Blockchain,MEA,38796.58,Pending,,26.5,0.52,2.02
TXN100291,2026-02-17,BNY Mellon,Standard Chartered,Regulated Stablecoin,Public Blockchain,US,68370.55,Settled,95.6,23.9,2.82,19.28
TXN100292,2026-05-11,Deutsche Bank,Citi,Tokenised Deposit,Hybrid Network,US,119100.29,Pending,,35.7,1.18,14.05
TXN100293,2026-05-28,UBS,HSBC,Tokenised Deposit,Public Blockchain,EU,15892.59,Settled,31.9,67.7,4.19,6.66
TXN100294,2026-06-01,Deutsche Bank,Barclays,Tokenised Deposit,Permissioned Ledger,UK,32828.93,Settled,10.7,37.3,3.42,11.23
TXN100295,2026-02-23,BNY Mellon,JPMorgan,Tokenised Bond,Public Blockchain,US,63529.94,Pending,,29.6,1.84,11.69
TXN100296,2026-04-30,BNY Mellon,HSBC,Regulated Stablecoin,Permissioned Ledger,US,22287.14,Settled,8.1,39.7,2.34,5.22
TXN100297,2026-06-10,Citi,BNY Mellon,Regulated Stablecoin,Public Blockchain,APAC,165974.54,Failed,,26.1,2.08,34.52
TXN100298,2026-06-01,JPMorgan,Deutsche Bank,Tokenised Deposit,Permissioned Ledger,MEA,43574.28,Settled,5.0,19.7,3.42,14.9
TXN100299,2026-04-26,HSBC,JPMorgan,Regulated Stablecoin,Public Blockchain,MEA,16249.57,Settled,36.4,39.2,2.39,3.88
TXN100300,2026-03-16,Standard Chartered,Citi,Regulated Stablecoin,Public Blockchain,EU,29799.89,Settled,74.3,28.9,3.3,9.83
TXN100301,2026-04-23,HSBC,Citi,Tokenised Deposit,Public Blockchain,UK,57199.52,Settled,73.7,53.6,2.45,14.01
TXN100302,2026-07-19,UBS,Barclays,Tokenised Deposit,Permissioned Ledger,MEA,17910.04,Settled,9.7,26.3,4.13,7.4
TXN100303,2026-06-13,Standard Chartered,UBS,Tokenised Deposit,Permissioned Ledger,US,6267.14,Settled,5.3,35.3,3.0,1.88
TXN100304,2026-06-15,Citi,BNY Mellon,Regulated Stablecoin,Permissioned Ledger,MEA,10435.48,Settled,10.6,23.3,2.85,2.97
TXN100305,2026-04-14,Deutsche Bank,UBS,Tokenised Deposit,Public Blockchain,US,58695.57,Settled,39.4,25.7,1.81,10.62
TXN100306,2026-03-25,Barclays,JPMorgan,Tokenised Deposit,Permissioned Ledger,EU,948088.21,Settled,12.0,59.0,0.83,78.69
TXN100307,2026-04-22,Standard Chartered,UBS,Tokenised Deposit,Permissioned Ledger,UK,12212.76,Settled,5.8,17.2,3.75,4.58
TXN100308,2026-04-09,Barclays,Standard Chartered,Tokenised Deposit,Public Blockchain,UK,15700.28,Settled,41.8,43.9,3.33,5.23
TXN100309,2026-06-02,Standard Chartered,UBS,Regulated Stablecoin,Hybrid Network,EU,4878.78,Settled,21.0,32.2,3.05,1.49
TXN100310,2026-04-03,Barclays,HSBC,Tokenised Deposit,Permissioned Ledger,MEA,35931.05,Settled,3.9,44.4,0.66,2.37
TXN100311,2026-05-26,BNY Mellon,Standard Chartered,Tokenised Bond,Public Blockchain,APAC,43627.21,Settled,60.7,37.3,4.24,18.5
TXN100312,2026-05-08,Standard Chartered,Deutsche Bank,Tokenised Deposit,Public Blockchain,UK,35522.09,Settled,56.9,59.1,3.4,12.08
TXN100313,2026-04-20,Standard Chartered,BNY Mellon,Tokenised Bond,Permissioned Ledger,US,15334.05,Settled,5.5,45.2,2.12,3.25
TXN100314,2026-03-23,UBS,Deutsche Bank,Tokenised Deposit,Permissioned Ledger,UK,103570.72,Settled,8.8,31.9,4.33,44.85
TXN100315,2026-07-13,UBS,HSBC,Tokenised Bond,Permissioned Ledger,UK,96865.57,Settled,10.4,28.8,0.83,8.04
TXN100316,2026-02-23,Standard Chartered,UBS,Regulated Stablecoin,Permissioned Ledger,UK,28725.01,Settled,9.3,40.0,3.23,9.28
TXN100317,2026-06-12,Barclays,UBS,Tokenised Deposit,Public Blockchain,US,71990.94,Settled,52.8,27.3,3.71,26.71
TXN100318,2026-07-08,Citi,Deutsche Bank,Tokenised Equity,Permissioned Ledger,EU,14438.45,Settled,10.3,47.4,3.71,5.36
TXN100319,2026-06-18,Standard Chartered,Citi,Tokenised Real Estate Fund,Public Blockchain,APAC,23965.66,Settled,31.9,48.1,3.94,9.44
TXN100320,2026-06-10,HSBC,Standard Chartered,Tokenised Real Estate Fund,Permissioned Ledger,APAC,120678.75,Settled,10.9,21.3,2.81,33.91
TXN100321,2026-03-09,Deutsche Bank,JPMorgan,Tokenised Deposit,Permissioned Ledger,MEA,541915.46,Failed,,7.2,3.32,179.92
TXN100322,2026-02-02,Barclays,UBS,Tokenised Real Estate Fund,Permissioned Ledger,APAC,44926.14,Settled,5.2,36.9,3.03,13.61
TXN100323,2026-05-22,Barclays,Deutsche Bank,Tokenised Deposit,Permissioned Ledger,MEA,76380.62,Settled,6.4,52.2,1.06,8.1
TXN100324,2026-01-21,Standard Chartered,JPMorgan,Tokenised Deposit,Public Blockchain,UK,76534.76,Settled,26.5,31.6,2.35,17.99
TXN100325,2026-02-17,Deutsche Bank,JPMorgan,Tokenised Deposit,Permissioned Ledger,UK,37248.7,Settled,8.6,29.3,2.88,10.73
TXN100326,2026-05-28,Barclays,HSBC,Tokenised Bond,Permissioned Ledger,MEA,20025.33,Settled,9.2,38.4,3.49,6.99
TXN100327,2026-05-08,Standard Chartered,HSBC,Tokenised Deposit,Hybrid Network,MEA,121141.78,Settled,20.4,34.1,1.32,15.99
TXN100328,2026-05-16,UBS,Deutsche Bank,Tokenised Bond,Permissioned Ledger,UK,5663.32,Settled,8.3,42.6,3.43,1.94
TXN100329,2026-05-15,Citi,HSBC,Tokenised Equity,Public Blockchain,UK,149268.22,Settled,38.7,26.5,0.79,11.79
TXN100330,2026-07-14,Standard Chartered,HSBC,Regulated Stablecoin,Public Blockchain,EU,305191.71,Settled,51.0,27.7,3.2,97.66
TXN100331,2026-05-25,Standard Chartered,HSBC,Tokenised Bond,Hybrid Network,US,4630.41,Settled,19.5,36.5,3.73,1.73
TXN100332,2026-05-08,JPMorgan,UBS,Tokenised Deposit,Public Blockchain,EU,87110.66,Settled,48.7,18.9,3.78,32.93
TXN100333,2026-02-02,Barclays,Citi,Tokenised Deposit,Hybrid Network,UK,30568.39,Pending,,22.6,1.24,3.79
TXN100334,2026-06-25,Barclays,HSBC,Tokenised Bond,Permissioned Ledger,APAC,197998.53,Settled,7.1,35.8,1.82,36.04
TXN100335,2026-07-06,UBS,Citi,Tokenised Deposit,Hybrid Network,EU,196971.32,Settled,14.6,21.9,1.16,22.85
TXN100336,2026-04-25,JPMorgan,Standard Chartered,Tokenised Equity,Permissioned Ledger,US,552813.87,Settled,7.5,33.8,2.43,134.33
TXN100337,2026-04-29,Barclays,Standard Chartered,Tokenised Deposit,Permissioned Ledger,APAC,14285.46,Pending,,38.5,1.64,2.34
TXN100338,2026-01-22,Barclays,JPMorgan,Tokenised Deposit,Permissioned Ledger,APAC,962680.6,Settled,4.2,24.8,2.29,220.45
TXN100339,2026-06-07,UBS,Standard Chartered,Tokenised Equity,Public Blockchain,UK,133005.52,Settled,63.3,21.7,0.85,11.31
TXN100340,2026-02-07,Barclays,BNY Mellon,Tokenised Bond,Permissioned Ledger,EU,193303.47,Settled,11.2,36.4,3.82,73.84
TXN100341,2026-04-19,HSBC,JPMorgan,Tokenised Bond,Public Blockchain,MEA,692460.81,Settled,36.5,41.9,1.08,74.79
TXN100342,2026-02-20,HSBC,UBS,Tokenised Real Estate Fund,Hybrid Network,US,110458.51,Settled,27.2,39.0,3.19,35.24
TXN100343,2026-07-01,JPMorgan,BNY Mellon,Tokenised Real Estate Fund,Public Blockchain,EU,317452.16,Settled,51.1,50.2,1.03,32.7
TXN100344,2026-01-08,UBS,Deutsche Bank,Tokenised Deposit,Permissioned Ledger,EU,71659.59,Settled,10.1,55.3,3.35,24.01
TXN100345,2026-01-27,BNY Mellon,Standard Chartered,Tokenised Deposit,Permissioned Ledger,EU,73867.92,Settled,11.9,22.7,0.6,4.43
TXN100346,2026-01-27,Citi,JPMorgan,Regulated Stablecoin,Permissioned Ledger,EU,24043.39,Settled,7.3,38.6,1.33,3.2
TXN100347,2026-01-21,JPMorgan,Standard Chartered,Tokenised Bond,Permissioned Ledger,UK,9612.75,Settled,4.8,35.5,1.73,1.66
TXN100348,2026-01-30,HSBC,Deutsche Bank,Tokenised Real Estate Fund,Permissioned Ledger,EU,220664.25,Settled,8.4,54.5,1.28,28.25
TXN100349,2026-04-07,JPMorgan,BNY Mellon,Tokenised Deposit,Hybrid Network,EU,1381226.6,Settled,25.0,33.9,2.83,390.89
TXN100350,2026-01-28,Barclays,HSBC,Regulated Stablecoin,Permissioned Ledger,MEA,8164.0,Settled,7.4,39.6,2.2,1.8
TXN100351,2026-04-21,Standard Chartered,UBS,Tokenised Deposit,Hybrid Network,EU,75221.86,Settled,6.9,41.8,2.22,16.7
TXN100352,2026-07-11,UBS,Barclays,Tokenised Deposit,Public Blockchain,UK,282586.03,Settled,48.9,37.9,3.47,98.06
TXN100353,2026-07-16,UBS,Barclays,Tokenised Equity,Hybrid Network,UK,125848.1,Settled,41.7,24.7,2.3,28.95
TXN100354,2026-03-02,BNY Mellon,Standard Chartered,Regulated Stablecoin,Permissioned Ledger,APAC,88098.3,Settled,12.9,28.1,3.49,30.75
TXN100355,2026-02-17,JPMorgan,Standard Chartered,Tokenised Bond,Permissioned Ledger,APAC,17856.74,Settled,12.8,18.3,3.72,6.64
TXN100356,2026-05-27,Barclays,HSBC,Tokenised Deposit,Hybrid Network,UK,38163.91,Settled,8.9,32.8,0.5,1.91
TXN100357,2026-01-04,Standard Chartered,Citi,Tokenised Deposit,Hybrid Network,MEA,38665.27,Settled,26.8,50.6,1.11,4.29
TXN100358,2026-02-04,Citi,Barclays,Regulated Stablecoin,Public Blockchain,APAC,43177.03,Settled,81.9,40.8,2.56,11.05
TXN100359,2026-07-11,Citi,Barclays,Tokenised Bond,Permissioned Ledger,EU,47659.03,Settled,9.1,50.8,2.07,9.87
TXN100360,2026-02-18,Standard Chartered,Deutsche Bank,Tokenised Bond,Hybrid Network,APAC,67918.33,Settled,23.6,32.1,2.22,15.08
TXN100361,2026-01-17,Deutsche Bank,Barclays,Tokenised Deposit,Public Blockchain,MEA,95520.23,Settled,51.4,27.3,2.57,24.55
TXN100362,2026-06-21,Standard Chartered,HSBC,Regulated Stablecoin,Hybrid Network,EU,128701.17,Settled,24.2,40.0,2.61,33.59
TXN100363,2026-06-07,Deutsche Bank,Citi,Tokenised Deposit,Permissioned Ledger,EU,74667.34,Settled,9.7,42.5,2.43,18.14
TXN100364,2026-02-15,HSBC,UBS,Tokenised Deposit,Permissioned Ledger,EU,94073.35,Settled,8.3,40.3,3.55,33.4
TXN100365,2026-04-27,HSBC,Citi,Regulated Stablecoin,Permissioned Ledger,US,76806.97,Settled,3.2,28.0,1.05,8.06
TXN100366,2026-01-06,BNY Mellon,Deutsche Bank,Regulated Stablecoin,Hybrid Network,APAC,729766.23,Settled,17.3,15.7,2.73,199.23
TXN100367,2026-04-09,Deutsche Bank,UBS,Tokenised Deposit,Hybrid Network,UK,32446.8,Settled,4.2,32.2,4.18,13.56
TXN100368,2026-05-04,Standard Chartered,Deutsche Bank,Tokenised Deposit,Public Blockchain,EU,278108.61,Settled,36.0,23.7,1.63,45.33
TXN100369,2026-02-06,BNY Mellon,HSBC,Tokenised Bond,Permissioned Ledger,EU,30434.85,Settled,5.9,28.7,2.52,7.67
TXN100370,2026-01-24,UBS,Standard Chartered,Tokenised Equity,Permissioned Ledger,EU,33704.65,Settled,12.0,13.1,3.38,11.39
TXN100371,2026-04-03,JPMorgan,HSBC,Tokenised Bond,Hybrid Network,EU,12250.46,Settled,19.8,34.9,2.3,2.82
TXN100372,2026-02-15,Deutsche Bank,JPMorgan,Regulated Stablecoin,Public Blockchain,MEA,31129.03,Settled,31.8,44.5,1.64,5.11
TXN100373,2026-06-30,Deutsche Bank,BNY Mellon,Tokenised Bond,Hybrid Network,EU,2133423.27,Settled,41.2,34.6,1.63,347.75
